,label,youtube_id,time_start,time_end,split
1596,acting in play,CTFJyzoqqPo,130,140,train
1597,acting in play,pTZGxJATkFc,222,232,train
1598,acting in play,9kdTT4g6F1Q,308,318,train
1599,acting in play,RmI91FdURWk,44,54,train
1600,acting in play,Wn1bsfNjbow,61,71,train
1601,acting in play,jcrDt_q9IOU,50,60,train
1602,acting in play,SEnrYVA2q3w,72,82,train
1603,acting in play,Tiw7cHqvyB0,3,13,train
1604,acting in play,Q5tBsOLzVyI,32,42,train
1605,acting in play,u_CAFZ67MyU,86,96,train
1606,acting in play,VnrYYvz1wsE,28,38,train
1608,acting in play,6Zp3-laqCbI,1,11,train
1609,acting in play,t7_OSGd01C4,72,82,train
2135,air drumming,a94C5iyOC5s,2,12,train
2136,air drumming,csvPTGYwa7w,13,23,train
2137,air drumming,oAwAvQ7IKvg,0,10,train
2138,air drumming,pxxQ_z75bHM,201,211,train
2139,air drumming,18eYOCJLA6M,0,10,train
2140,air drumming,iKDrjcwa6qY,25,35,train
2141,air drumming,3GriCzcJ8VQ,233,243,train
2142,air drumming,Sxx7GytdwMg,30,40,train
2143,air drumming,bz7wRseQvAU,0,10,train
2144,air drumming,IVd7scuEK4A,17,27,train
2146,air drumming,3F0kKu91StY,2,12,train
2147,air drumming,gHoFt2ugKyQ,0,10,train
2148,air drumming,higHTYuce3Q,86,96,train
2149,air drumming,DRwDHI0k-Bs,11,21,train
2150,air drumming,qvqrHP4Nc1o,54,64,train
2151,air drumming,QTS1UpRDmP8,6,16,train
2152,air drumming,CKBmq7o4x_k,164,174,train
2153,air drumming,0c1bhfxioqE,78,88,train
2154,air drumming,uToqXSWd4o4,1,11,train
2156,air drumming,du7_ua4AVUg,7,17,train
2157,air drumming,d_WeH5igrW4,79,89,train
2158,air drumming,I8eL7H3-Yao,48,58,train
2159,air drumming,mYNoPNI9h4k,17,27,train
2160,air drumming,y636WyGFHQI,5,15,train
2161,air drumming,c8JskSpXYYY,2,12,train
2162,air drumming,w0hJHJnQfLY,10,20,train
2163,air drumming,BRxZP-u6VXo,116,126,train
2164,air drumming,gSVk6gA87zo,50,60,train
2165,air drumming,d5DMTdUAato,144,154,train
2166,air drumming,1NobReQ1SZY,1,11,train
2167,air drumming,vv1ZcGNF7PQ,14,24,train
2168,air drumming,dNq-C32L4Ak,0,10,train
2169,air drumming,31WyGtiQv5Y,21,31,train
2170,air drumming,Sm57z8fht4o,9,19,train
2171,air drumming,HqKs7fA92hU,13,23,train
2172,air drumming,URnjdcPdH0I,16,26,train
2173,air drumming,Yc9gG-QQx2w,0,10,train
2174,air drumming,TZ3cNWVI4HM,0,10,train
2175,air drumming,vqQeX0IrzSE,2,12,train
2177,air drumming,MhXsIIVeVjI,64,74,train
2178,air drumming,v0P1SpwOD5o,0,10,train
2180,air drumming,EpA2wdfGBjU,4,14,train
2182,air drumming,eGtG9peuyOw,41,51,train
2183,air drumming,0ShUcpOk0F0,40,50,train
2184,air drumming,-LVME0pkaW8,24,34,train
2185,air drumming,CwBAI4FU5Rc,40,50,train
2186,air drumming,-kL508ohBoo,1,11,train
2187,air drumming,D7JvEfh23Gs,2,12,train
2188,air drumming,2RCLzEXgYAw,1,11,train
2189,air drumming,UYUqgTaMl_o,42,52,train
2190,air drumming,2jyyLa9f_2I,0,10,train
2191,air drumming,xgAXB1UQdCg,4,14,train
2192,air drumming,Zxztcizo0NM,4,14,train
2193,air drumming,t8H7rDVhJgw,3,13,train
2194,air drumming,T-GTpW9S0QQ,1,11,train
2195,air drumming,p9vjNHT_0pg,50,60,train
2196,air drumming,Bv3J1mm4BgQ,5,15,train
2197,air drumming,iJGH8LDYyAs,224,234,train
2198,air drumming,8NwkXp8lEYE,9,19,train
2199,air drumming,NoPpkUNf0pE,2,12,train
2200,air drumming,Q2wjsSRUG8s,0,10,train
2201,air drumming,1mSlrvZNBjQ,9,19,train
2202,air drumming,9yioCBUfvN0,6,16,train
2203,air drumming,284l7lvmkPw,1,11,train
2204,air drumming,7HaYA8vCjZg,2,12,train
2205,air drumming,Zdajc4w_SSo,64,74,train
2206,air drumming,Sq82XPPFqnM,220,230,train
2208,air drumming,8PZTRV3zrIk,36,46,train
2209,air drumming,xRrhgdFzSGI,41,51,train
2210,air drumming,5ANdBRMFAjs,22,32,train
2212,air drumming,h8LN3hK-M6M,8,18,train
2213,air drumming,let1eF-iF54,4,14,train
2214,air drumming,GFnOJL0fNlI,251,261,train
2215,air drumming,8QTjHXWPkbs,35,45,train
2216,air drumming,uexP1UafW-w,226,236,train
2217,air drumming,-VtLx-mcPds,12,22,train
2218,air drumming,Bsz4EW60Dkc,248,258,train
2220,air drumming,QLOxkPoNCj8,27,37,train
2221,air drumming,JKT1Rm_i4w0,4,14,train
2222,air drumming,N_ql0ITZPE4,1,11,train
2223,air drumming,NtNHGLHR8n4,75,85,train
2224,air drumming,SoumgDCcuSU,10,20,train
2225,air drumming,bn1-F00zUuQ,3,13,train
2226,air drumming,_wSslwn5Xuc,127,137,train
2227,air drumming,pRHKVvC6MQ8,72,82,train
2228,air drumming,-tXuFVHvRdQ,118,128,train
2229,air drumming,AiwATFeNxdA,4,14,train
2230,air drumming,Jso-qDiA_So,20,30,train
2231,air drumming,G06jijRHYfU,116,126,train
2232,air drumming,MtOMvhaDwcI,1,11,train
2233,air drumming,v_5gvaUWKFw,2,12,train
2234,air drumming,ocKTg61XRpk,67,77,train
2235,air drumming,wfacC32CdTU,0,10,train
2236,air drumming,OIBC2fHVLp8,7,17,train
2237,air drumming,Nfcdl71B434,47,57,train
2238,air drumming,uYizNhED4pE,0,10,train
2239,air drumming,T-w8yrJ2MU4,1,11,train
2240,air drumming,Sl-T_RtKkOw,189,199,train
2241,air drumming,-rI2ZqZ5vH0,7,17,train
2242,air drumming,CzRJK98tWk4,14,24,train
2243,air drumming,rJzHt-WU1cs,4,14,train
2244,air drumming,U1gkK-d9TMY,0,10,train
2245,air drumming,hyH1hMfcIOY,25,35,train
2246,air drumming,v_K2saPCK2Y,61,71,train
2247,air drumming,1HNXtIJ8usU,58,68,train
2248,air drumming,AGiIVOVXrDI,33,43,train
2249,air drumming,aSwKI4aCu_M,33,43,train
2250,air drumming,UmEeFFmEQ8Y,2,12,train
2251,air drumming,D8biA7eoNoU,6,16,train
2252,air drumming,16ys1Vt8xsU,157,167,train
2253,air drumming,C51iYZ8Kjrc,17,27,train
2254,air drumming,nQPz3V8noXs,0,10,train
2255,air drumming,4UE45KdT8Ro,18,28,train
2256,air drumming,WERpJPGVpwk,25,35,train
2257,air drumming,O8dEY8sZwTw,3,13,train
2258,air drumming,bQ1PWcp960I,0,10,train
2259,air drumming,e9uPKQL5vnk,107,117,train
2260,air drumming,daZAOgr-M1A,89,99,train
2262,air drumming,vKBFH7opCcw,3,13,train
2263,air drumming,aT5RM74QYdg,105,115,train
2264,air drumming,y3DdmP1-nuk,3,13,train
2265,air drumming,XwqL8ABf1Sw,6,16,train
2266,air drumming,Ve0L5czEZHU,1,11,train
2267,air drumming,cJg6XfIBZQk,35,45,train
2268,air drumming,FdtznoTEADU,50,60,train
2269,air drumming,UT4JPsEt_1I,0,10,train
2270,air drumming,c8X2NNaiBjQ,3,13,train
2271,air drumming,p7gjUjD_OoY,161,171,train
2272,air drumming,L2Z_gqdyiM0,243,253,train
2273,air drumming,KD8hEsEyX14,17,27,train
2274,air drumming,SO1Lsl1lBUg,3,13,train
2275,air drumming,smG7C2reUUc,0,10,train
2276,air drumming,rACUhF43_qk,19,29,train
2278,air drumming,6QghJbJy9GQ,21,31,train
2279,air drumming,Y7rWqp9N3Ag,3,13,train
2281,air drumming,fA1sgQPfERo,28,38,train
2282,air drumming,vkIYQBmNKUo,68,78,train
2283,air drumming,RArgL-1wWIE,30,40,train
2285,air drumming,fFzX6nNLCH0,7,17,train
2286,air drumming,itKtw8ZOjks,0,10,train
2287,air drumming,kgA3AOUmSik,35,45,train
2288,air drumming,P_ixyWoLfi0,14,24,train
2289,air drumming,ZxmBV4GbdD0,14,24,train
2290,air drumming,41eLdy8R9n0,28,38,train
2291,air drumming,twljhUwNVxU,12,22,train
2292,air drumming,fmlhv8DsZRE,15,25,train
2293,air drumming,sT9NGEw3-8k,56,66,train
2294,air drumming,qWks62YZgXk,9,19,train
2295,air drumming,E_ks5UMrsU8,20,30,train
2296,air drumming,thdsYRMtA5c,4,14,train
2297,air drumming,9LNaz1Fhm2Y,0,10,train
2298,air drumming,-tcD0doI-vo,1,11,train
2299,air drumming,KLgTsDIabLM,18,28,train
2300,air drumming,ysad7GcPFbo,84,94,train
2301,air drumming,bHvvn0QAGLI,19,29,train
2302,air drumming,NNY6_re28vM,92,102,train
2303,air drumming,F5593n_H-XE,33,43,train
2304,air drumming,FuwC-FdB0uE,21,31,train
2305,air drumming,jD408xUqi7s,19,29,train
2306,air drumming,GLkmjMQTzPA,20,30,train
2307,air drumming,N74iSDIKl7M,96,106,train
2308,air drumming,S5-J6JcTODs,255,265,train
2309,air drumming,axkN89Z_fJ8,29,39,train
2310,air drumming,fPE6aHTIAWQ,48,58,train
2311,air drumming,pgGxNX88Emg,0,10,train
2312,air drumming,pYFyc6zvhbk,40,50,train
2313,air drumming,a2R_nJfkm_0,245,255,train
2315,air drumming,m7Gn2VhYw4g,73,83,train
2316,air drumming,Fekzzm7ur-0,37,47,train
2317,air drumming,ND42HdMI0UQ,2,12,train
2318,air drumming,6MqfdNXB2EY,20,30,train
2320,air drumming,SgDRIWOftFQ,121,131,train
2321,air drumming,ujlR25eGRq8,9,19,train
2322,air drumming,McyrS1bqPhs,17,27,train
2323,air drumming,hPhnir6ZTBk,3,13,train
2324,air drumming,A6UmfxVRZUo,110,120,train
2326,air drumming,jbPqH2OFdjc,0,10,train
2327,air drumming,IoJU5fiTuM8,1,11,train
2328,air drumming,ljSveQ5Btv8,1,11,train
2331,air drumming,ezFZQRiwHhI,19,29,train
2332,air drumming,Ed1lm-HVqhw,46,56,train
2333,air drumming,X8bwFX5tVIs,95,105,train
2334,air drumming,5M80ZTWfzOU,50,60,train
2335,air drumming,TZ1EhDqoP7g,12,22,train
2336,air drumming,XJjjzevjfiE,36,46,train
2338,air drumming,v3Gou15E7mM,19,29,train
2339,air drumming,t9SdhbZq6ok,13,23,train
2340,air drumming,p41qi5lnz3w,44,54,train
2341,air drumming,mVb6AN1Tnaw,4,14,train
2342,air drumming,X7FiaXkT6_Q,16,26,train
2343,air drumming,ETZYds_uExg,14,24,train
2344,air drumming,XOoQGkU9fp8,0,10,train
2345,air drumming,3N9LxIDyfMk,8,18,train
2346,air drumming,mZc3dQROHas,1,11,train
2347,air drumming,elJ-0LOKivc,479,489,train
2348,air drumming,K2wDFpKyoFQ,12,22,train
2350,air drumming,uOS0iyCQxdo,62,72,train
2351,air drumming,Y4w7C-XgmD8,13,23,train
2352,air drumming,ieCSVLxOr4U,71,81,train
2353,air drumming,EPSmUyW0z90,3,13,train
2354,air drumming,lw-yl2VNYq8,3,13,train
2355,air drumming,FOUFWP0Q-NA,5,15,train
2356,air drumming,cA9MzTBPLOs,53,63,train
2357,air drumming,sTRS38FB7EY,0,10,train
2358,air drumming,Q9eEaOH6dlo,7,17,train
2359,air drumming,if6Z2oPwK-8,57,67,train
2360,air drumming,WTK2JqiagGM,1,11,train
2361,air drumming,jbHpi4B138g,19,29,train
2362,air drumming,jkeBbn_4d1c,63,73,train
2364,air drumming,Qi-hHY15nl0,1,11,train
2365,air drumming,pVJ6r3L-9kI,85,95,train
2366,air drumming,uBO8nxp-ZcQ,106,116,train
2367,air drumming,alpzkItaMrc,73,83,train
2368,air drumming,ExhYd_PnbuE,0,10,train
2369,air drumming,fAdnonyouIo,9,19,train
2370,air drumming,DhRilq9Z8Ao,1,11,train
2372,air drumming,-7QDJQU657I,1,11,train
2373,air drumming,eD3lnVGiKNM,100,110,train
2374,air drumming,qKjyjh5RJmE,20,30,train
2375,air drumming,VPt6NghIUd0,26,36,train
2376,air drumming,mtfhgIAhsAY,28,38,train
2377,air drumming,jP_legbD_0o,3,13,train
2378,air drumming,qDZGoHC3Rlo,3,13,train
2379,air drumming,qoo5wT9-xAE,6,16,train
2380,air drumming,gFI4lkq3rqk,9,19,train
2381,air drumming,f0tLe6IauDo,55,65,train
2382,air drumming,X3in3tZ-nCU,30,40,train
2383,air drumming,t7N_9FJrAbE,15,25,train
2384,air drumming,tdpHu69TU5w,4,14,train
2385,air drumming,KPRvgWrmuT8,22,32,train
2386,air drumming,9sUojN6aqaU,106,116,train
2387,air drumming,koBjjSZizgY,2,12,train
2388,air drumming,Lkst0eNWRBo,2,12,train
2389,air drumming,hf1KWEy7taM,1,11,train
2390,air drumming,7P3baE3yflU,19,29,train
2391,air drumming,8vtq5VcMkNo,8,18,train
2392,air drumming,p-Ez2ku6Pes,41,51,train
2393,air drumming,sJtf3VwEth8,72,82,train
2394,air drumming,sJ7o64kCofo,29,39,train
2395,air drumming,rjCYeTVmzms,6,16,train
2396,air drumming,6IjjFHXAB_0,171,181,train
2397,air drumming,Hy2fJg5bud0,7,17,train
2398,air drumming,ajnYiYoPfGA,1,11,train
2399,air drumming,SJaWXZYOHwk,40,50,train
2400,air drumming,u4w2u2j-Zfg,327,337,train
2401,air drumming,IGHdEO1cnhI,1,11,train
2402,air drumming,p0j0jeMcEOU,102,112,train
2403,air drumming,CWeZQB8gpuo,54,64,train
2404,air drumming,P0nzldALn8w,31,41,train
2405,air drumming,9xphhIfA9pU,3,13,train
2406,air drumming,yI0J-CH64ik,1,11,train
2407,air drumming,KWZJMByXJtk,82,92,train
2409,air drumming,a1F9HwzaYoY,93,103,train
2410,air drumming,_axE99QAhe8,26,36,train
2411,air drumming,7MQyNor6kOI,92,102,train
2412,air drumming,NxywqUTAzR0,3,13,train
2413,air drumming,0PrB6nQjdNE,109,119,train
2414,air drumming,rfdlwL5_PdE,4,14,train
2415,air drumming,U2lN3eOHR3k,10,20,train
2416,air drumming,k08Mdawg2Ek,36,46,train
2417,air drumming,qLWlygV4EmM,4,14,train
2418,air drumming,8ndZXe8BZXU,2,12,train
2419,air drumming,VBsIUVLBU84,2,12,train
2420,air drumming,ETlP-ui-WuE,1,11,train
2421,air drumming,x4P2IhArvaE,2,12,train
2422,air drumming,SlFRkpk1x8A,16,26,train
2423,air drumming,pGhP9--dS20,103,113,train
2424,air drumming,clCFivUCQSo,3,13,train
2425,air drumming,kGizo8a4F3k,67,77,train
2426,air drumming,5SeCxHDLZF0,276,286,train
2427,air drumming,IiZGMgJ25q0,0,10,train
2428,air drumming,hPNmd1h7c00,3,13,train
2429,air drumming,sEvk8rlRyBE,146,156,train
2431,air drumming,UHD-eXFtxCE,10,20,train
2432,air drumming,hyE5hGE-WW0,34,44,train
2433,air drumming,ymKLyVLJ9nU,8,18,train
2434,air drumming,HVadbdnsUrQ,2,12,train
2435,air drumming,CHplukmH5QM,4,14,train
2436,air drumming,YgUI7jJ54LM,134,144,train
2437,air drumming,epJ0NWOzfA8,12,22,train
2438,air drumming,aq8ZkVaHS7A,4,14,train
2439,air drumming,iNRZh7LFvYg,0,10,train
2441,air drumming,o0fedZQ3--c,65,75,train
2442,air drumming,jMB03MpevKE,44,54,train
2443,air drumming,1r46pkDeqFY,4,14,train
2444,air drumming,KZCq62G81Nw,150,160,train
2445,air drumming,LNKaW6f4c_4,19,29,train
2446,air drumming,v-z6ERnQifA,11,21,train
2447,air drumming,RWAWnC4p6_Q,31,41,train
2448,air drumming,f22oFUN7Ra0,12,22,train
2449,air drumming,pT2byS0qiZM,1,11,train
2450,air drumming,DvluffbHN0k,333,343,train
2451,air drumming,AdRmOmwQUt4,1,11,train
2452,air drumming,kw_16jApndc,5,15,train
2453,air drumming,42RLXCIbwuE,0,10,train
2456,air drumming,dBEXWIr_xLA,227,237,train
2457,air drumming,StHeux9gEXg,25,35,train
2459,air drumming,Wb8DeziUiHI,4,14,train
2460,air drumming,tRXYO9Ki_YI,33,43,train
2461,air drumming,cBNpMgb68uQ,28,38,train
2462,air drumming,-upUws2YqWk,7,17,train
2463,air drumming,-U2frOP59dc,16,26,train
2464,air drumming,uev-XPaVxfY,11,21,train
2465,air drumming,EXfmMaKPSR0,86,96,train
2466,air drumming,7NxyB0mptrM,2,12,train
2467,air drumming,fyrA6PrlHgs,100,110,train
2468,air drumming,CA3BYA282IE,8,18,train
2469,air drumming,J_e9WtDoe4I,27,37,train
2470,air drumming,cTKDD5kdFqw,243,253,train
2471,air drumming,Y1qLUQS0nDk,94,104,train
2472,air drumming,e28WUESRXTc,20,30,train
2473,air drumming,vAay-r4fBVg,2,12,train
2474,air drumming,qv3wq3R2nsE,70,80,train
2475,air drumming,KZPsWIJU_IY,37,47,train
2476,air drumming,Iu_tNcKzYFE,80,90,train
2477,air drumming,rjfxunCrhMk,16,26,train
2478,air drumming,1SqA6WVJDdI,3,13,train
2479,air drumming,vcBlvxPYqyA,11,21,train
2481,air drumming,_GQytBQLCtE,33,43,train
2482,air drumming,4sayvAo50Uc,0,10,train
2483,air drumming,YKmAAg5vuUg,18,28,train
2484,air drumming,AISjAEP_FQs,94,104,train
2485,air drumming,JWCZs_wnNTU,31,41,train
2486,air drumming,nVRNBxcpfUA,14,24,train
2487,air drumming,98b5RwBqfZI,2,12,train
2488,air drumming,s7Bma9IcVYo,67,77,train
2489,air drumming,SFQeaSfAinU,5,15,train
2490,air drumming,wGZN_FRZGGQ,42,52,train
2491,air drumming,RSay8GPge-I,1,11,train
2492,air drumming,inmlyCBobgI,107,117,train
2493,air drumming,xIZrZwF953A,2,12,train
2494,air drumming,yukL-hcJoZQ,1,11,train
2495,air drumming,ojHgiS1B4II,31,41,train
2496,air drumming,nx_LPNJNkgo,1,11,train
2497,air drumming,d_CtkMxku_4,2,12,train
2498,air drumming,HeScVlkFBUw,87,97,train
2499,air drumming,B8WsURSXRN4,5,15,train
2500,air drumming,LCZBEMXs900,0,10,train
2501,air drumming,tGQxny2_ohw,159,169,train
2503,air drumming,uqZAEmHvGO4,11,21,train
2504,air drumming,9oOm0iTXxH0,3,13,train
2505,air drumming,bJyWpVER8dc,56,66,train
2506,air drumming,KmhmP0xXj9o,232,242,train
2507,air drumming,_lQsYpklt5c,41,51,train
2508,air drumming,UHUy13LJjNQ,40,50,train
2509,air drumming,_m883MdWzbo,16,26,train
2510,air drumming,Age2N5lEi7Y,5,15,train
2511,air drumming,QSXGHkIkgac,29,39,train
2512,air drumming,FlwN3uxm5wY,55,65,train
2513,air drumming,RmxMP842fdc,25,35,train
2514,air drumming,ayYQjvtZ84Q,1,11,train
2516,air drumming,nk1ilLx3z1E,22,32,train
2517,air drumming,lsm-rHA-oM8,24,34,train
2518,air drumming,79qJ7wn1_NQ,129,139,train
2519,air drumming,CErkhE_nKZs,29,39,train
2520,air drumming,XRnk5dCcCm8,2,12,train
2521,air drumming,VKvj3Wz3E5E,15,25,train
2522,air drumming,S5QoWWMK9Fg,2,12,train
2523,air drumming,l0WtJXj4jAc,5,15,train
2524,air drumming,m_Fe3VFzGrg,37,47,train
2525,air drumming,CS05iZXd56I,27,37,train
2526,air drumming,RB7raJ-9MM0,32,42,train
2527,air drumming,dSZdKUxDZEo,5,15,train
2528,air drumming,5yanGp-HFnA,1,11,train
2529,air drumming,bXX9YxjO77U,11,21,train
2530,air drumming,0hCz2sv1fnM,5,15,train
2531,air drumming,dlBFlVRlSqQ,79,89,train
2532,air drumming,kUcYqyxegwE,1,11,train
2533,air drumming,oCjzSShmLGU,1,11,train
2535,air drumming,VYEIQNaHlQo,296,306,train
2536,air drumming,qCoLcCVEND8,4,14,train
2537,air drumming,Kw7Jh7Qbr4o,3,13,train
2538,air drumming,OWTgf4zG-Ac,39,49,train
2539,air drumming,EXujTvq_798,40,50,train
2540,air drumming,tLrsRF5J3b4,4,14,train
2541,air drumming,Y-9l442V6YA,9,19,train
2543,air drumming,Pxq-k7yduB4,44,54,train
2544,air drumming,GYX3JinGLho,104,114,train
2545,air drumming,Y9_0R4VABt0,21,31,train
2546,air drumming,LW57fbqDBw4,54,64,train
2547,air drumming,tpWp3nJFYXM,10,20,train
2548,air drumming,t5oCdXyOtU8,14,24,train
2549,air drumming,SnW95fPdsFM,97,107,train
2550,air drumming,0lXH6VToEtQ,86,96,train
2551,air drumming,ITRR8WcG58g,13,23,train
2552,air drumming,T72T0qlf0Tc,3,13,train
2553,air drumming,CUxsn4YXksI,119,129,train
2554,air drumming,GxOFXOY3ARg,7,17,train
2555,air drumming,W5_G-Tg6ZFQ,4,14,train
2556,air drumming,TBbyWBQ_fIU,37,47,train
2557,air drumming,qfoCtJg9CAY,2,12,train
2558,air drumming,0XdPnshbyMQ,61,71,train
2559,air drumming,3DxoDen7hlU,2,12,train
2560,air drumming,RJNxhAF0t4k,7,17,train
2562,air drumming,mU-cPIPZGKY,1,11,train
2563,air drumming,C6e6OlJz5jc,1,11,train
2564,air drumming,YcNXIZ0og1w,0,10,train
2565,air drumming,tQMmGBsdRKw,193,203,train
2566,air drumming,53MoFUuxwkg,253,263,train
2567,air drumming,zJouoMMdjj4,2,12,train
2568,air drumming,VATMlkrB5oE,7,17,train
2569,air drumming,FZThVPaFC7k,44,54,train
2570,air drumming,XRkdyJoNCxw,10,20,train
2571,air drumming,x2sRUmAtGV0,174,184,train
2572,air drumming,0aidJ-1R7Ds,3,13,train
2573,air drumming,3IbF1sDJ0JA,52,62,train
2574,air drumming,DNXNsDRCLtE,103,113,train
2576,air drumming,SEO2SQcpXlw,13,23,train
2577,air drumming,4f1q05ey88s,52,62,train
2579,air drumming,flcMroq0mMw,24,34,train
2581,air drumming,SmSuuej7Org,4,14,train
2582,air drumming,MTEX7ImU8y4,0,10,train
2583,air drumming,WpS9LFVnoyg,2,12,train
2584,air drumming,FbHQSfL1MWY,9,19,train
2585,air drumming,zrsvBIOqSnE,11,21,train
2586,air drumming,fzVhIrMnY-E,322,332,train
2587,air drumming,A4yvEpvHwQM,2,12,train
2588,air drumming,UFo8-R6hqXQ,1,11,train
2589,air drumming,fzu_dlqWg2g,44,54,train
2590,air drumming,Niz35RyiNAQ,217,227,train
2591,air drumming,ufMgPpktpEo,108,118,train
2592,air drumming,MQNE0K824PU,135,145,train
2593,air drumming,_DBoa58Pzb4,185,195,train
2594,air drumming,WWrVRzTsVsg,18,28,train
2595,air drumming,T_HL5r3IZXc,17,27,train
2596,air drumming,4vaQo7z7eZA,50,60,train
2597,air drumming,q71g0BRsP58,2,12,train
2598,air drumming,cjSPyzOaxIg,1,11,train
2599,air drumming,CT0uGx3JkY0,2,12,train
2601,air drumming,6y6tf8CsKm4,60,70,train
2602,air drumming,uACLn5Qk3Uw,15,25,train
2603,air drumming,4RWwDRGaIRU,4,14,train
2604,air drumming,8RqNei3MH98,55,65,train
2605,air drumming,ebYDs8g3n2Q,175,185,train
2606,air drumming,90zsAHX-3-w,9,19,train
2607,air drumming,uW4k_akCCys,20,30,train
2608,air drumming,vLfIcSXB02c,3,13,train
2609,air drumming,-3xvTiROe7o,0,10,train
2610,air drumming,meEjyOGWAP4,88,98,train
2611,air drumming,rrE4MvSQS9E,17,27,train
2612,air drumming,Qc0Pn-6OEBQ,68,78,train
2613,air drumming,DsowZ2XVmv0,38,48,train
2614,air drumming,QYcZQP4IKXA,2,12,train
2615,air drumming,BojBNeRjpfs,0,10,train
2616,air drumming,qe3rX0zNDOY,321,331,train
2617,air drumming,m3oYZCvGs0w,88,98,train
2618,air drumming,IX4p4HBAqhk,131,141,train
2619,air drumming,-ni1UWaBmL0,56,66,train
2620,air drumming,pBbNo6xp81I,6,16,train
2621,air drumming,qvJP1H_rRQY,32,42,train
2622,air drumming,kFiFMUrKzHo,234,244,train
2623,air drumming,QLq-TKI2Xkw,1,11,train
2624,air drumming,C8UhlK55brM,3,13,train
2625,air drumming,4PtH59aewJ8,3,13,train
2626,air drumming,XKVZ1QoIO1I,8,18,train
2628,air drumming,0MqJuP01I80,8,18,train
2630,air drumming,uJzEIZMuU3I,10,20,train
2631,air drumming,uuZVcIpflcA,116,126,train
2632,air drumming,t4o04xVSGBM,21,31,train
2633,air drumming,6aLsDp6qkg8,230,240,train
2634,air drumming,qVJIhGNswpg,3,13,train
2635,air drumming,VXHuIjC5tvY,30,40,train
2637,air drumming,DA2JUL4a-HU,1,11,train
2638,air drumming,O5ilnx3PrcI,2,12,train
2639,air drumming,t200h1rgSG0,19,29,train
2640,air drumming,sj8nsRq-HVw,339,349,train
2641,air drumming,ggJC8UgUlOo,231,241,train
2642,air drumming,kc3EP_6dX1s,0,10,train
2643,air drumming,Iy7Fqb_IE10,133,143,train
2644,air drumming,BCJ8UnbmAvs,64,74,train
2646,air drumming,AvnrSo44k4g,0,10,train
2647,air drumming,icsyKWkthqg,181,191,train
2648,air drumming,hfNJSPcQ4S8,127,137,train
2649,air drumming,nRQ7gNyDSPA,5,15,train
2651,air drumming,9loR5Fe-_6M,1,11,train
2652,air drumming,vRaKoofwO-g,2,12,train
2654,air drumming,7cgBBCMg-GQ,27,37,train
2655,air drumming,Gc61XcmNmFg,8,18,train
2656,air drumming,8YiKqkoDIBA,16,26,train
2657,air drumming,oq34dikQJVs,77,87,train
2658,air drumming,wVbJBFCLoZs,21,31,train
2659,air drumming,22kdeQ_krSU,89,99,train
2660,air drumming,zKfQuE1Cky4,0,10,train
